"row_id","state","region","sales","profit","sum_sales"
"1821","Illinois","Central","92","-226","92"
"1822","Illinois","Central","7","2","7"
"1823","Illinois","Central","63","-3","63"
"1824","Illinois","Central","5","2","5"
"1825","Oregon","West","31","-25","31"
"1826","Oregon","West","12","3","12"
"1827","Oregon","West","23","5","23"
"1828","North Carolina","South","1128","127","1128"
"1829","Georgia","South","39","19","39"
"1830","Ohio","East","780","-169","780"
"1831","Oklahoma","Central","1440","374","1440"
"1832","Oklahoma","Central","262","63","262"
"1833","North Carolina","South","207","26","207"
"1834","Texas","Central","1440","-264","1440"
"1835","Texas","Central","36","13","36"
"1836","Connecticut","East","21","6","21"
"1837","Georgia","South","1246","361","1246"
"1838","North Carolina","South","18","6","18"
"1839","North Carolina","South","44","12","44"
"1840","North Carolina","South","63","10","63"
"1841","North Carolina","South","78","29","78"
"1842","Kentucky","South","141","39","141"
"1843","Texas","Central","40","14","40"
"1844","Texas","Central","41","-31","41"
"1845","Washington","West","91","12","91"
"1846","District of Columbia","East","40","19","40"
"1847","District of Columbia","East","38","16","38"
"1848","California","West","362","27","362"
"1849","California","West","7","2","7"
"1850","Indiana","Central","35","10","35"
"1851","Indiana","Central","831","125","831"
"1852","Indiana","Central","26","12","26"
"1853","Indiana","Central","107","49","107"
"1854","Indiana","Central","98","46","98"
"1855","Indiana","Central","141","38","141"
"1856","California","West","15","5","15"
"1857","Texas","Central","128","-16","128"
"1858","Texas","Central","34","-53","34"
"1859","Connecticut","East","138","61","138"
"1860","Connecticut","East","100","25","100"
"1861","New York","East","258","-29","258"
"1862","New York","East","120","34","120"
"1863","Texas","Central","50","5","50"
"1864","Colorado","West","727","-466","727"
"1865","Colorado","West","25","4","25"
"1866","Ohio","East","371","-93","371"
"1867","Nevada","West","196","71","196"
"1868","Pennsylvania","East","31","11","31"
"1869","Pennsylvania","East","78","-18","78"
"1870","Washington","West","6","3","6"
"1871","California","West","99","26","99"
"1872","California","West","802","50","802"
"1873","California","West","273","27","273"
"1874","Washington","West","71","21","71"
"1875","Ohio","East","16","6","16"
"1876","New York","East","177","-22","177"
"1877","Texas","Central","470","47","470"
"1878","California","West","394","-44","394"
"1879","California","West","302","23","302"
"1880","Florida","South","69","-48","69"
"1881","New York","East","29","15","29"
"1882","New York","East","384","64","384"
"1883","New York","East","563","68","563"
"1884","Pennsylvania","East","217","79","217"
"1885","Texas","Central","6","2","6"
"1886","California","West","32","10","32"
"1887","Florida","South","7","2","7"
"1888","Florida","South","398","-332","398"
"1889","Ohio","East","122","14","122"
"1890","Ohio","East","410","-123","410"
"1891","California","West","11","5","11"
"1892","California","West","3","1","3"
"1893","Florida","South","8","3","8"
"1894","Oregon","West","25","8","25"
"1895","Virginia","South","35","10","35"
"1896","Montana","West","488","152","488"
"1897","Minnesota","Central","1794","843","1794"
"1898","Florida","South","30","11","30"
"1899","Florida","South","505","-337","505"
"1900","Florida","South","174","-111","174"
"1901","South Carolina","South","192","19","192"
"1902","Michigan","Central","15","4","15"
"1903","Oregon","West","5","2","5"
"1904","Oregon","West","478","48","478"
"1905","Oregon","West","28","7","28"
"1906","Indiana","Central","909","9","909"
"1907","Florida","South","3","-2","3"
"1908","Florida","South","27","-22","27"
"1909","California","West","137","41","137"
"1910","New York","East","19","9","19"
"1911","California","West","99","41","99"
"1912","Texas","Central","274","92","274"
"1913","Texas","Central","597","50","597"
"1914","Georgia","South","150","66","150"
"1915","Florida","South","5","2","5"
"1916","Florida","South","16","5","16"
"1917","Florida","South","12","4","12"
"1918","Massachusetts","East","12","3","12"
"1919","Michigan","Central","300","75","300"
"1920","New York","East","896","302","896"
"1921","New York","East","463","98","463"
"1922","Pennsylvania","East","15","2","15"
"1923","Texas","Central","864","108","864"
"1924","Texas","Central","48","4","48"
"1925","California","West","93","42","93"
"1926","California","West","200","70","200"
"1927","California","West","177","20","177"
"1928","Colorado","West","89","31","89"
"1929","Washington","West","6","3","6"
"1930","Washington","West","47","2","47"
"1931","Washington","West","660","49","660"
"1932","Arizona","West","272","24","272"
"1933","Louisiana","South","146","23","146"
"1934","Louisiana","South","15","7","15"
"1935","California","West","245","115","245"
"1936","California","West","166","60","166"
"1937","California","West","15","5","15"
"1938","Colorado","West","20","-13","20"
"1939","Colorado","West","33","-1","33"
"1940","Colorado","West","9","-6","9"
"1941","Colorado","West","663","75","663"
"1942","Illinois","Central","47","18","47"
"1943","Illinois","Central","27","2","27"
"1944","Illinois","Central","3","-5","3"
"1945","Texas","Central","96","26","96"
"1946","Texas","Central","10","4","10"
"1947","New York","East","23","6","23"
"1948","New York","East","12","3","12"
"1949","New York","East","255","-93","255"
"1950","New York","East","13","4","13"
"1951","New York","East","26","9","26"
"1952","New York","East","198","57","198"
"1953","New York","East","19","9","19"
"1954","New York","East","1282","214","1282"
"1955","New York","East","5","2","5"
"1956","New York","East","238","38","238"
"1957","New York","East","168","40","168"
"1958","New York","East","17","8","17"
"1959","Missouri","Central","16","8","16"
"1960","Missouri","Central","34","15","34"
"1961","Missouri","Central","297","53","297"
"1962","Missouri","Central","113","7","113"
"1963","Missouri","Central","14","7","14"
"1964","Missouri","Central","25","12","25"
"1965","Missouri","Central","286","17","286"
"1966","Missouri","Central","24","7","24"
"1967","New Jersey","East","282","79","282"
"1968","New Jersey","East","70","20","70"
"1969","New Jersey","East","166","80","166"
"1970","Oklahoma","Central","292","102","292"
"1971","Illinois","Central","6","1","6"
"1972","Illinois","Central","409","77","409"
"1973","Illinois","Central","5","-9","5"
"1974","Illinois","Central","3","0","3"
"1975","Illinois","Central","35","-2","35"
"1976","Alabama","South","276","11","276"
"1977","Alabama","South","1395","363","1395"
"1978","Alabama","South","546","71","546"
"1979","Oregon","West","5","1","5"
"1980","Arizona","West","934","105","934"
"1981","Arizona","West","43","4","43"
"1982","Georgia","South","4","2","4"
"1983","Oklahoma","Central","480","134","480"
"1984","California","West","321","93","321"
"1985","California","West","24","11","24"
"1986","California","West","27","12","27"
"1987","Ohio","East","1440","192","1440"
"1988","Missouri","Central","17","8","17"
"1989","Missouri","Central","1024","215","1024"
"1990","Missouri","Central","26","12","26"
"1991","Missouri","Central","17","8","17"
"1992","Pennsylvania","East","5","-4","5"
"1993","Oregon","West","71","27","71"
"1994","Oregon","West","5","1","5"
"1995","Oregon","West","11","-2","11"
"1996","Texas","Central","295","-766","295"
"1997","Texas","Central","9","-4","9"
"1998","Virginia","South","15","7","15"
"1999","Virginia","South","162","42","162"
"2000","Virginia","South","145","42","145"
"2001","California","West","200","22","200"
"2002","California","West","42","14","42"
"2003","Kentucky","South","96","10","96"
"2004","Kentucky","South","304","76","304"
"2005","Texas","Central","11","-17","11"
"2006","Missouri","Central","30","12","30"
"2007","Missouri","Central","48","16","48"
"2008","Illinois","Central","183","-37","183"
"2009","Tennessee","South","4","0","4"
"2010","Tennessee","South","333","29","333"
"2011","Tennessee","South","25","8","25"
"2012","Texas","Central","160","36","160"
"2013","Texas","Central","46","5","46"
"2014","Alabama","South","351","84","351"
"2015","Alabama","South","13","6","13"
"2016","Alabama","South","900","117","900"
"2017","California","West","18","6","18"
"2018","California","West","15","7","15"
"2019","California","West","33","9","33"
"2020","California","West","40","20","40"
"2021","Rhode Island","East","1606","482","1606"
"2022","Rhode Island","East","17","8","17"
"2023","Rhode Island","East","50","24","50"
"2024","Rhode Island","East","872","244","872"
"2025","California","West","239","78","239"
"2026","Washington","West","142","40","142"
"2027","California","West","33","12","33"
"2028","California","West","67","23","67"
"2029","Massachusetts","East","15","7","15"
"2030","Massachusetts","East","105","25","105"
"2031","Massachusetts","East","61","31","61"
"2032","Massachusetts","East","11","5","11"
"2033","Texas","Central","9","3","9"
"2034","Texas","Central","9","1","9"
"2035","Minnesota","Central","8","4","8"
"2036","Minnesota","Central","270","51","270"
"2037","Montana","West","29","14","29"
"2038","Montana","West","15","7","15"
"2039","Arizona","West","12","4","12"
"2040","Arizona","West","5","-3","5"
"2041","Arizona","West","9","-6","9"
"2042","Arizona","West","75","21","75"
"2043","California","West","58","20","58"
"2044","Ohio","East","39","8","39"
"2045","Texas","Central","16","5","16"
"2046","New Jersey","East","163","46","163"
"2047","New Jersey","East","597","281","597"
"2048","New Jersey","East","55","27","55"
"2049","Pennsylvania","East","290","36","290"
"2050","Pennsylvania","East","3","-2","3"
"2051","Pennsylvania","East","6","-5","6"
"2052","Pennsylvania","East","341","-73","341"
"2053","Pennsylvania","East","11","1","11"
"2054","Pennsylvania","East","25","3","25"
"2055","Indiana","Central","17","5","17"
"2056","Michigan","Central","200","64","200"
"2057","Michigan","Central","1587","413","1587"
"2058","Michigan","Central","85","31","85"
"2059","Michigan","Central","412","70","412"
"2060","California","West","11","5","11"
"2061","California","West","80","21","80"
"2062","California","West","16","5","16"
"2063","California","West","65","30","65"
"2064","California","West","19","6","19"
"2065","California","West","406","12","406"
"2066","California","West","146","-9","146"
"2067","California","West","252","48","252"
"2068","California","West","12","4","12"
"2069","California","West","200","70","200"
"2070","California","West","711","-98","711"
"2071","Pennsylvania","East","2","-1","2"
"2072","California","West","284","-46","284"
"2073","Washington","West","7","3","7"
"2074","California","West","60","14","60"
"2075","California","West","762","67","762"
"2076","California","West","58","29","58"
"2077","Maryland","East","40","20","40"
"2078","Maryland","East","91","26","91"
"2079","Maryland","East","95","46","95"
"2080","Arizona","West","106","37","106"
"2081","Arizona","West","112","11","112"
"2082","Arizona","West","8","2","8"
"2083","California","West","37","17","37"
"2084","Texas","Central","24","9","24"
"2085","New York","East","122","56","122"
"2086","New York","East","18","9","18"
"2087","New York","East","325","39","325"
"2088","New York","East","147","69","147"
"2089","New York","East","4","1","4"
"2090","California","West","6","3","6"
"2091","Delaware","East","27","13","27"
"2092","Delaware","East","310","-49","310"
"2093","Minnesota","Central","480","82","480"
"2094","New Mexico","West","13","0","13"
"2095","North Carolina","South","13","1","13"
"2096","Mississippi","South","512","241","512"
"2097","Mississippi","South","92","26","92"
"2098","Mississippi","South","8","2","8"
"2099","Oregon","West","38","2","38"
"2100","Oregon","West","280","80","280"
"2101","Colorado","West","636","-16","636"
"2102","Colorado","West","83","9","83"
"2103","Arizona","West","259","-26","259"
"2104","New York","East","222","107","222"
"2105","New York","East","26","12","26"
"2106","Florida","South","16","5","16"
"2107","Texas","Central","1","-1","1"
"2108","California","West","20","9","20"
"2109","California","West","398","124","398"
"2110","California","West","5","1","5"
"2111","California","West","17","8","17"
"2112","California","West","323","20","323"
"2113","California","West","30","8","30"
"2114","California","West","1296","146","1296"
"2115","California","West","47","13","47"
"2116","California","West","426","20","426"
"2117","New York","East","210","-14","210"
"2118","California","West","160","74","160"
"2119","Washington","West","5","2","5"
"2120","Washington","West","896","302","896"
"2121","Florida","South","3","-2","3"
"2122","California","West","216","-3","216"
"2123","Michigan","Central","242","41","242"
"2124","Michigan","Central","28","13","28"
"2125","Pennsylvania","East","105","35","105"
"2126","Pennsylvania","East","63","9","63"
"2127","Pennsylvania","East","86","1","86"
"2128","Pennsylvania","East","65","6","65"
"2129","Pennsylvania","East","21","7","21"
"2130","New Hampshire","East","33","9","33"
"2131","New Hampshire","East","39","12","39"
"2132","New Hampshire","East","140","60","140"
"2133","New York","East","20","9","20"
"2134","Pennsylvania","East","153","-122","153"
"2135","Pennsylvania","East","11","-2","11"
"2136","Pennsylvania","East","95","16","95"
"2137","Texas","Central","15","-11","15"
"2138","Texas","Central","4","-6","4"
"2139","New York","East","147","73","147"
"2140","New York","East","150","50","150"
"2141","New York","East","17","4","17"
"2142","New York","East","992","-347","992"
"2143","Pennsylvania","East","30","10","30"
"2144","Pennsylvania","East","24","-5","24"
"2145","Pennsylvania","East","17","5","17"
"2146","Pennsylvania","East","422","-18","422"
"2147","Pennsylvania","East","38","-28","38"
"2148","Pennsylvania","East","254","-51","254"
"2149","California","West","43","4","43"
"2150","New York","East","85","22","85"
"2151","Texas","Central","233","-53","233"
"2152","Missouri","Central","112","44","112"
"2153","Massachusetts","East","15","7","15"
"2154","New York","East","14","5","14"
"2155","Texas","Central","23","-10","23"
"2156","California","West","21","11","21"
"2157","Minnesota","Central","502","0","502"
"2158","Minnesota","Central","162","10","162"
"2159","Florida","South","18","2","18"
"2160","Illinois","Central","9","-15","9"
"2161","Ohio","East","79","30","79"
"2162","California","West","35","10","35"
"2163","California","West","315","151","315"
"2164","Texas","Central","192","24","192"
"2165","Texas","Central","8","3","8"
"2166","Texas","Central","140","-150","140"
"2167","Texas","Central","16","1","16"
"2168","Texas","Central","6","-11","6"
"2169","Ohio","East","14","2","14"
"2170","Ohio","East","72","-9","72"
"2171","Ohio","East","108","-27","108"
"2172","Texas","Central","305","-9","305"
"2173","California","West","20","7","20"
"2174","Texas","Central","9","-14","9"
"2175","Texas","Central","62","6","62"
"2176","Utah","West","46","21","46"
"2177","Utah","West","60","29","60"
"2178","Utah","West","42","13","42"
"2179","Utah","West","72","33","72"
"2180","New York","East","85","31","85"
"2181","New York","East","44","22","44"
"2182","New York","East","443","59","443"
"2183","New York","East","4000","1160","4000"
"2184","New York","East","200","22","200"
"2185","New York","East","64","28","64"
"2186","California","West","55","19","55"
"2187","Alabama","South","29","7","29"
"2188","Indiana","Central","70","35","70"
"2189","Indiana","Central","121","25","121"
"2190","Indiana","Central","1454","378","1454"
"2191","California","West","61","17","61"
"2192","Washington","West","154","52","154"
"2193","Washington","West","65","23","65"
"2194","Washington","West","124","56","124"
"2195","Washington","West","35","12","35"
"2196","Washington","West","45","9","45"
"2197","Tennessee","South","5","0","5"
"2198","Alabama","South","15","4","15"
"2199","Pennsylvania","East","16","5","16"
"2200","Pennsylvania","East","5","2","5"
"2201","Arkansas","South","22","9","22"
"2202","Arkansas","South","882","229","882"
"2203","Washington","West","6","2","6"
"2204","Washington","West","192","75","192"
"2205","Pennsylvania","East","20","2","20"
"2206","Tennessee","South","68","8","68"
"2207","Illinois","Central","30","-46","30"
"2208","Illinois","Central","38","4","38"
"2209","New York","East","17","8","17"
"2210","Connecticut","East","833","233","833"
"2211","Connecticut","East","44","21","44"
"2212","Michigan","Central","167","30","167"
"2213","New York","East","27","11","27"
"2214","California","West","1","1","1"
"2215","California","West","62","21","62"
"2216","California","West","242","60","242"
"2217","California","West","109","10","109"
"2218","Florida","South","3","1","3"
"2219","California","West","10","4","10"
"2220","California","West","15","4","15"
"2221","California","West","1146","100","1146"
"2222","Ohio","East","486","-89","486"
"2223","Ohio","East","37","5","37"
"2224","Ohio","East","71","-24","71"
"2225","Pennsylvania","East","55","18","55"
"2226","Colorado","West","72","-99","72"
"2227","Texas","Central","3","0","3"
"2228","Texas","Central","125","16","125"
"2229","New York","East","331","-116","331"
"2230","California","West","674","253","674"
"2231","California","West","53","15","53"
"2232","Indiana","Central","526","32","526"
"2233","Illinois","Central","229","14","229"
"2234","Oregon","West","320","36","320"
"2235","Vermont","East","205","68","205"
"2236","Indiana","Central","191","11","191"
"2237","Indiana","Central","24","8","24"
"2238","Utah","West","44","12","44"
"2239","Illinois","Central","44","-52","44"
"2240","California","West","1017","381","1017"
"2241","California","West","38","13","38"
"2242","Pennsylvania","East","495","-115","495"
"2243","California","West","57","15","57"
"2244","California","West","6","1","6"
"2245","California","West","9","4","9"
"2246","California","West","9","2","9"
"2247","California","West","660","49","660"
"2248","California","West","13","6","13"
"2249","California","West","42","13","42"
"2250","California","West","12","4","12"
"2251","California","West","541","157","541"
"2252","California","West","19","9","19"
"2253","California","West","144","69","144"
"2254","California","West","43","14","43"
"2255","California","West","44","15","44"
"2256","Maine","East","438","131","438"
"2257","Maine","East","109","34","109"
"2258","California","West","1213","91","1213"
"2259","California","West","19","9","19"
"2260","California","West","5","2","5"
"2261","California","West","372","67","372"
"2262","New York","East","166","25","166"
"2263","Virginia","South","360","79","360"
"2264","Georgia","South","500","115","500"
"2265","Georgia","South","5","2","5"
"2266","Georgia","South","8","4","8"
"2267","North Carolina","South","8","3","8"
"2268","Washington","West","13","6","13"
"2269","New York","East","6","3","6"
"2270","New York","East","7","2","7"
"2271","Florida","South","48","4","48"
"2272","Washington","West","200","48","200"
"2273","California","West","435","96","435"
"2274","California","West","1120","378","1120"
"2275","California","West","143","4","143"
"2276","California","West","122","14","122"
"2277","Mississippi","South","306","0","306"
"2278","Mississippi","South","86","22","86"
"2279","Mississippi","South","224","54","224"
"2280","Washington","West","98","-6","98"
"2281","Washington","West","614","-23","614"
"2282","Washington","West","200","38","200"
"2283","Connecticut","East","48","22","48"
"2284","Indiana","Central","24","7","24"
"2285","Indiana","Central","61","16","61"
"2286","Tennessee","South","14","5","14"
"2287","Virginia","South","35","12","35"
"2288","Ohio","East","17","1","17"
"2289","California","West","16","5","16"
"2290","Washington","West","893","80","893"
"2291","Georgia","South","288","78","288"
"2292","Georgia","South","595","298","595"
"2293","Georgia","South","13","6","13"
"2294","New York","East","5","1","5"
"2295","Connecticut","East","182","38","182"
"2296","New York","East","14","6","14"
"2297","New York","East","260","106","260"
"2298","New York","East","43","1","43"
"2299","New York","East","1400","602","1400"
"2300","New York","East","504","126","504"
"2301","Michigan","Central","13","6","13"
"2302","Michigan","Central","12","6","12"
"2303","Georgia","South","316","32","316"
"2304","Georgia","South","724","188","724"
"2305","Georgia","South","106","50","106"
"2306","Illinois","Central","141","-14","141"
"2307","Texas","Central","27","10","27"
"2308","New York","East","391","172","391"
"2309","Arizona","West","281","35","281"
"2310","Arizona","West","68","8","68"
"2311","Arizona","West","88","7","88"
"2312","Arizona","West","16","2","16"
"2313","Arizona","West","216","-49","216"
"2314","South Dakota","Central","15","7","15"
"2315","South Dakota","Central","416","112","416"
"2316","South Dakota","Central","43","20","43"
"2317","South Dakota","Central","183","27","183"
"2318","South Dakota","Central","61","30","61"
"2319","South Dakota","Central","390","133","390"
"2320","Virginia","South","194","56","194"
"2321","Washington","West","266","64","266"
"2322","Kentucky","South","95","45","95"
"2323","Kentucky","South","61","28","61"
"2324","Kentucky","South","76","38","76"
"2325","Kentucky","South","365","168","365"
"2326","New York","East","80","30","80"
"2327","New York","East","46","1","46"
"2328","New York","East","13","6","13"
"2329","Colorado","West","14","5","14"
"2330","Pennsylvania","East","547","-68","547"
"2331","California","West","42","3","42"
"2332","California","West","42","21","42"
"2333","Indiana","Central","277","133","277"
"2334","Indiana","Central","6","3","6"
"2335","Tennessee","South","69","11","69"
"2336","Connecticut","East","11","5","11"
"2337","Connecticut","East","427","124","427"
"2338","New York","East","26","12","26"
"2339","New York","East","46","23","46"
"2340","Ohio","East","11","2","11"
"2341","Georgia","South","42","10","42"
"2342","Massachusetts","East","63","23","63"
"2343","Massachusetts","East","114","27","114"
"2344","Illinois","Central","124","-29","124"
"2345","Wisconsin","Central","490","137","490"
"2346","Texas","Central","70","25","70"
"2347","Texas","Central","1","-2","1"
"2348","Texas","Central","558","0","558"
"2349","California","West","9","3","9"
"2350","California","West","69","23","69"
"2351","California","West","11","5","11"
"2352","California","West","79","22","79"
"2353","California","West","10","5","10"
"2354","California","West","1553","201","1553"
"2355","California","West","137","46","137"
"2356","California","West","37","16","37"
"2357","California","West","240","81","240"
"2358","New York","East","1580","-448","1580"
"2359","New York","East","1072","-554","1072"
"2360","New York","East","614","-123","614"
"2361","New York","East","35","16","35"
"2362","New York","East","155","76","155"
"2363","Ohio","East","14","-10","14"
"2364","Virginia","South","128","41","128"
"2365","Virginia","South","160","45","160"
"2366","Virginia","South","46","21","46"
"2367","California","West","121","-18","121"
"2368","Maryland","East","23","11","23"
"2369","Ohio","East","533","-27","533"
"2370","Ohio","East","5","0","5"
"2371","Rhode Island","East","252","93","252"
"2372","Illinois","Central","60","-27","60"
"2373","Illinois","Central","3","1","3"
"2374","Illinois","Central","24","8","24"
"2375","Illinois","Central","253","-14","253"
"2376","Georgia","South","6","0","6"
"2377","Ohio","East","77","-59","77"
"2378","Ohio","East","9","1","9"
"2379","California","West","33","15","33"
"2380","Ohio","East","7","2","7"
"2381","Ohio","East","50","15","50"
"2382","Ohio","East","55","12","55"
"2383","California","West","176","46","176"
"2384","California","West","16","4","16"
"2385","California","West","186","63","186"
"2386","California","West","211","16","211"
"2387","California","West","480","60","480"
"2388","California","West","8","4","8"
"2389","California","West","24","9","24"
"2390","New York","East","6","3","6"
"2391","New York","East","42","21","42"
"2392","New York","East","1620","97","1620"
"2393","New York","East","114","42","114"
"2394","Massachusetts","East","40","10","40"
"2395","New York","East","38","2","38"
"2396","New York","East","60","24","60"
"2397","New York","East","37","17","37"
"2398","California","West","6","3","6"
"2399","California","West","17","4","17"
"2400","South Carolina","South","629","13","629"
"2401","South Carolina","South","56","15","56"
"2402","Missouri","Central","94","24","94"
"2403","Missouri","Central","28","13","28"
"2404","Texas","Central","957","-225","957"
"2405","California","West","1116","201","1116"
"2406","California","West","129","-29","129"
"2407","California","West","80","27","80"
"2408","California","West","24","8","24"
"2409","California","West","360","130","360"
"2410","California","West","212","76","212"
"2411","Pennsylvania","East","6","2","6"
"2412","California","West","8","3","8"
"2413","California","West","12","6","12"
"2414","California","West","629","31","629"
"2415","Wisconsin","Central","754","60","754"
"2416","Massachusetts","East","302","60","302"
"2417","New Mexico","West","595","95","595"
"2418","New Mexico","West","80","30","80"
"2419","Nevada","West","2396","180","2396"
"2420","California","West","64","3","64"
"2421","California","West","100","44","100"
"2422","Illinois","Central","230","-49","230"
"2423","Illinois","Central","10","3","10"
"2424","Ohio","East","159","42","159"
"2425","Ohio","East","13","-10","13"
"2426","Ohio","East","273","-105","273"
"2427","Ohio","East","39","13","39"
"2428","Texas","Central","1","-2","1"
"2429","Texas","Central","8","-14","8"
"2430","Texas","Central","13","-9","13"
"2431","California","West","58","27","58"
"2432","Washington","West","7","3","7"
"2433","New York","East","367","65","367"
"2434","Texas","Central","54","4","54"
"2435","Virginia","South","34","17","34"
"2436","Virginia","South","826","322","826"
"2437","New Mexico","West","546","115","546"
"2438","Colorado","West","146","-99","146"
"2439","Colorado","West","36","13","36"
"2440","Florida","South","8","2","8"
"2441","New Jersey","East","345","86","345"
"2442","New Jersey","East","174","-20","174"
"2443","New Jersey","East","663","172","663"
"2444","New Jersey","East","95","30","95"
"2445","New Jersey","East","27","13","27"
"2446","New Jersey","East","258","75","258"
"2447","California","West","17","8","17"
"2448","Pennsylvania","East","493","-14","493"
"2449","South Carolina","South","269","5","269"
"2450","California","West","29","10","29"
"2451","New York","East","19","9","19"
"2452","New York","East","120","31","120"
"2453","New York","East","9","3","9"
"2454","New York","East","57","18","57"
"2455","New York","East","72","14","72"
"2456","New York","East","107","28","107"
"2457","New York","East","7","3","7"
"2458","New York","East","59","22","59"
"2459","New York","East","47","12","47"
"2460","New Jersey","East","98","25","98"
"2461","Washington","West","30","13","30"
"2462","Washington","West","98","34","98"
"2463","New York","East","84","29","84"
"2464","New York","East","15","5","15"
"2465","New York","East","137","37","137"
"2466","New York","East","3","2","3"
"2467","Virginia","South","9","4","9"
"2468","Virginia","South","571","166","571"
"2469","Virginia","South","32","16","32"
"2470","Virginia","South","17","5","17"
"2471","North Carolina","South","14","4","14"
"2472","North Carolina","South","451","-68","451"
"2473","North Carolina","South","65","6","65"
"2474","California","West","218","-30","218"
"2475","California","West","83","29","83"
"2476","California","West","88","41","88"
"2477","California","West","1101","430","1101"
"2478","California","West","1322","-99","1322"
"2479","New York","East","5","1","5"
"2480","Texas","Central","11","1","11"
"2481","Texas","Central","154","-33","154"
"2482","Washington","West","1004","0","1004"
"2483","Washington","West","35","11","35"
"2484","Washington","West","1138","250","1138"
"2485","Washington","West","100","32","100"
"2486","Washington","West","6","1","6"
"2487","Delaware","East","86","22","86"
"2488","Delaware","East","10","3","10"
"2489","Delaware","East","20","10","20"
"2490","New York","East","632","303","632"
"2491","New York","East","24","11","24"
"2492","California","West","90","42","90"
"2493","New York","East","4549","1228","4549"
"2494","Texas","Central","301","-34","301"
"2495","Texas","Central","720","54","720"
"2496","Indiana","Central","648","32","648"
"2497","California","West","64","19","64"
"2498","California","West","124","58","124"
"2499","California","West","10","3","10"
"2500","Florida","South","38","13","38"
"2501","Illinois","Central","12","4","12"
"2502","Illinois","Central","2","-4","2"
"2503","Illinois","Central","9","-16","9"
"2504","California","West","7","3","7"
"2505","California","West","54","15","54"
"2506","California","West","8188","328","8188"
"2507","California","West","78","34","78"
"2508","Texas","Central","33","-85","33"
"2509","California","West","197","15","197"
"2510","California","West","480","53","480"
"2511","Oklahoma","Central","1118","56","1118"
"2512","Louisiana","South","107","42","107"
"2513","Florida","South","46","-33","46"
"2514","Illinois","Central","96","1","96"
"2515","Illinois","Central","48","-2","48"
"2516","Ohio","East","264","20","264"
"2517","Texas","Central","605","204","605"
"2518","New Jersey","East","130","13","130"
"2519","Oklahoma","Central","20","10","20"
"2520","Oklahoma","Central","29","14","29"
"2521","Oklahoma","Central","869","252","869"
"2522","Oklahoma","Central","13","6","13"
"2523","Oklahoma","Central","6","1","6"
"2524","Oklahoma","Central","122","56","122"
"2525","Texas","Central","42","5","42"
"2526","Texas","Central","25","4","25"
"2527","Texas","Central","7","-12","7"
"2528","Texas","Central","10","-17","10"
"2529","Texas","Central","8","3","8"
"2530","Florida","South","10","4","10"
"2531","Arkansas","South","114","53","114"
"2532","Arkansas","South","18","8","18"
"2533","Arkansas","South","13","5","13"
"2534","Arkansas","South","340","122","340"
"2535","Pennsylvania","East","1802","-338","1802"
"2536","California","West","46","18","46"
"2537","Ohio","East","182","-55","182"
"2538","Ohio","East","432","-101","432"
"2539","Ohio","East","155","-36","155"
"2540","California","West","1349","-219","1349"
"2541","California","West","700","79","700"
"2542","Arizona","West","112","22","112"
"2543","Pennsylvania","East","144","14","144"
"2544","Massachusetts","East","174","14","174"
"2545","Massachusetts","East","15","7","15"
"2546","California","West","206","2","206"
"2547","California","West","103","-6","103"
"2548","Arizona","West","2","0","2"
"2549","Arizona","West","1880","211","1880"
"2550","Arizona","West","313","106","313"
"2551","Arizona","West","5","2","5"
"2552","Kentucky","South","822","214","822"
"2553","Kentucky","South","22","11","22"
"2554","South Carolina","South","26","12","26"
"2555","Florida","South","706","71","706"
"2556","New York","East","50","12","50"
"2557","Texas","Central","52","-32","52"
"2558","Florida","South","7","1","7"
"2559","Utah","West","1407","141","1407"
"2560","Utah","West","16","8","16"
"2561","Utah","West","323","61","323"
"2562","Tennessee","South","9","3","9"
"2563","Tennessee","South","10","4","10"
"2564","New York","East","15","3","15"
"2565","New York","East","34","9","34"
"2566","Kentucky","South","71","28","71"
"2567","Washington","West","25","8","25"
"2568","Washington","West","2666","240","2666"
"2569","New York","East","478","134","478"
"2570","Ohio","East","164","-36","164"
"2571","Ohio","East","13","4","13"
"2572","Illinois","Central","3","1","3"
"2573","Texas","Central","1400","52","1400"
"2574","Indiana","Central","526","32","526"
"2575","Georgia","South","16","8","16"
"2576","Georgia","South","320","157","320"
"2577","Georgia","South","11","5","11"
"2578","Georgia","South","675","290","675"
"2579","Virginia","South","63","31","63"
"2580","Virginia","South","490","0","490"
"2581","Virginia","South","19","9","19"
"2582","Virginia","South","17","8","17"
"2583","Virginia","South","155","0","155"
"2584","Virginia","South","12","4","12"
"2585","Virginia","South","188","53","188"
"2586","Texas","Central","7","2","7"
"2587","New York","East","249","67","249"
"2588","New York","East","22","10","22"
"2589","California","West","6","1","6"
"2590","California","West","246","22","246"
"2591","Illinois","Central","14","-8","14"
"2592","Illinois","Central","601","-301","601"
"2593","South Carolina","South","79","40","79"
"2594","South Carolina","South","328","157","328"
"2595","Indiana","Central","181","81","181"
"2596","Indiana","Central","915","412","915"
"2597","Indiana","Central","588","159","588"
"2598","Indiana","Central","530","95","530"
"2599","Indiana","Central","15","7","15"
"2600","New York","East","122","35","122"
"2601","New York","East","123","37","123"
"2602","New York","East","15","7","15"
"2603","New York","East","1350","364","1350"
"2604","New York","East","137","5","137"
"2605","New York","East","61","21","61"
